INPUT_TABLE,,,,,,,
Variable ID,,,,,,,
RegionTechCapital,,,,,,,
,,,,,,,
region,supplysector,subsector,technology,year,input.capital,capital.overnight,fixed.charge.rate
CH,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
DD,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
DL,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
DN,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
GA,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
GJ,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
HP,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
HR,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
JH,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
JK,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
KA,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
KL,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
LA,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
LD,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
MH,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
ML,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
MN,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
MP,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
MZ,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
NL,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
OD,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
PB,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
PC,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
RJ,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
SK,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
TN,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
TR,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
TS,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
UK,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
UP,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
WB,electricity,biomass,biomass (conv CCS),2005,capital,2386,0.13
AN,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
AP,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
AR,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
AS,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
BR,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
CG,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
CH,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
DD,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
DL,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
DN,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
GA,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
GJ,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
HP,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
HR,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
JH,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
JK,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
KA,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
KL,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
LA,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
LD,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
MH,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
ML,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
MN,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
MP,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
MZ,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
NL,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
OD,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
PB,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
PC,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
RJ,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
SK,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
TN,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
TR,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
TS,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
UK,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
UP,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
WB,electricity,biomass,biomass (conv CCS),2010,capital,2386,0.13
AN,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
AP,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
AR,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
AS,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
BR,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
CG,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
CH,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
DD,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
DL,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
DN,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
GA,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
GJ,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
HP,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
HR,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
JH,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
JK,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
KA,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
KL,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
LA,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
LD,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
MH,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
ML,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
MN,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
MP,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
MZ,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
NL,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
OD,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
PB,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
PC,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
RJ,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
SK,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
TN,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
TR,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
TS,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
UK,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
UP,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
WB,electricity,biomass,biomass (conv CCS),2015,capital,2386,0.13
AN,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
AP,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
AR,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
AS,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
BR,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
CG,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
CH,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
DD,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
DL,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
DN,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
GA,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
GJ,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
HP,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
HR,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
JH,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
JK,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
KA,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
KL,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
LA,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
LD,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
MH,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
ML,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
MN,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
MP,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
MZ,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
NL,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
OD,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
PB,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
PC,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
RJ,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
SK,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
TN,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
TR,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
TS,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
UK,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
UP,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
WB,electricity,biomass,biomass (conv CCS),2020,capital,2267,0.13
AN,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
AP,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
AR,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
AS,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
BR,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
CG,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
CH,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
DD,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
DL,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
DN,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
GA,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
GJ,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
HP,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
HR,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
JH,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
JK,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
KA,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
KL,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
LA,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
LD,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
MH,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
ML,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
MN,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
MP,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
MZ,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
NL,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
OD,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
PB,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
PC,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
RJ,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
SK,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
TN,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
TR,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
TS,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
UK,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
UP,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
WB,electricity,biomass,biomass (conv CCS),2025,capital,2172,0.13
AN,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
AP,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
AR,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
AS,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
BR,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
CG,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
CH,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
DD,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
DL,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
DN,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
GA,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
GJ,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
HP,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
HR,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
JH,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
JK,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
KA,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
KL,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
LA,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
LD,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
MH,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
ML,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
MN,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
MP,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
MZ,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
NL,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
OD,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
PB,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
PC,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
RJ,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
SK,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
TN,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
TR,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
TS,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
UK,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
UP,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
WB,electricity,biomass,biomass (conv CCS),2030,capital,2096,0.040962693
AN,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
AP,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
AR,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
AS,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
BR,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
CG,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
CH,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
DD,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
DL,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
DN,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
GA,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
GJ,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
HP,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
HR,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
JH,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
JK,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
KA,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
KL,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
LA,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
LD,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
MH,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
ML,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
MN,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
MP,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
MZ,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
NL,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
OD,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
PB,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
PC,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
RJ,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
SK,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
TN,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
TR,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
TS,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
UK,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
UP,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
WB,electricity,biomass,biomass (conv CCS),2035,capital,2035,0.040456718
AN,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
AP,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
AR,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
AS,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
BR,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
CG,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
CH,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
DD,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
DL,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
DN,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
GA,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
GJ,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
HP,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
HR,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
JH,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
JK,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
KA,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
KL,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
LA,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
LD,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
MH,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
ML,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
MN,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
MP,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
MZ,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
NL,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
OD,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
PB,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
PC,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
RJ,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
SK,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
TN,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
TR,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
TS,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
UK,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
UP,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
WB,electricity,biomass,biomass (conv CCS),2040,capital,1985,0.040638327
AN,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
AP,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
AR,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
AS,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
BR,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
CG,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
CH,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
DD,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
DL,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
DN,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
GA,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
GJ,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
HP,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
HR,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
JH,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
JK,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
KA,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
KL,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
LA,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
LD,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
MH,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
ML,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
MN,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
MP,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
MZ,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
NL,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
OD,electricity,biomass,biomass (conv CCS),2045,capital,1945,0.040756047
